tournament,date,home,away,home_score,away_score,home_hits,away_hits,home_errors,away_errors,stadium,location,duration,game_id
Baseball European Championship 2025,2025-09-21 15:00:00,France,Netherlands,4,13,10,15,4,3,Neptunus Familiestadion,Rotterdam,3:41,168392
Baseball European Championship 2025,2025-09-21 15:30:00,Lithuania,Italy,0,16,2,19,1,1,COMUNALE M. PROVINI NOVARA,Novara,2:14,168382
Baseball European Championship 2025,2025-09-21 18:00:00,Sweden,Germany,3,4,4,14,4,2,Neptunus Familiestadion,Rotterdam,3:01,168393
Baseball European Championship 2025,2025-09-21 19:30:00,Czechia,Spain,9,1,13,6,1,1,Neptunus Familiestadion,Rotterdam,2:42,168394
Baseball European Championship 2025,2025-09-22 10:00:00,Hungary,Austria,2,26,6,10,2,1,Borgerhout Squirrels,Borgerhout,2:45,168375
Baseball European Championship 2025,2025-09-22 11:30:00,Switzerland,Lithuania,13,5,14,5,0,2,COMUNALE M. PROVINI NOVARA,Novara,2:40,168383
Baseball European Championship 2025,2025-09-22 13:00:00,Great Britain,France,9,4,12,11,3,1,Neptunus Familiestadion,Rotterdam,3:25,168387
Baseball European Championship 2025,2025-09-22 14:00:00,Spain,Germany,4,2,6,7,0,1,Neptunus Familiestadion,Rotterdam,2:32,168396
Baseball European Championship 2025,2025-09-22 15:30:00,Croatia,Belgium,6,3,10,8,0,0,Borgerhout Squirrels,Borgerhout,3:18,168376
Baseball European Championship 2025,2025-09-22 15:30:00,Italy,Greece,9,4,11,6,0,1,COMUNALE M. PROVINI NOVARA,Novara,2:26,168384
Baseball European Championship 2025,2025-09-22 18:00:00,Czechia,Sweden,10,0,9,7,2,2,Neptunus Familiestadion,Rotterdam,2:52,168397
Baseball European Championship 2025,2025-09-22 19:30:00,Netherlands,Israel,9,1,14,4,1,0,Neptunus Familiestadion,Rotterdam,2:45,168390
Baseball European Championship 2025,2025-09-23 10:30:00,Greece,Lithuania,13,5,13,9,0,3,COMUNALE M. PROVINI NOVARA,Novara,3:25,168385
Baseball European Championship 2025,2025-09-23 15:30:00,Belgium,Hungary,8,3,6,8,1,1,Borgerhout Squirrels,Borgerhout,2:44,168377
Baseball European Championship 2025,2025-09-24 10:30:00,Lithuania,Greece,0,0,0,0,0,0,COMUNALE M. PROVINI NOVARA,Novara,0,168386
Baseball European Championship 2025,2025-09-24 12:00:00,Hungary,Belgium,0,0,0,0,0,0,Borgerhout Squirrels,Borgerhout,0,168378
Baseball European Championship 2025,2025-09-24 13:00:00,Israel,Switzerland,9,1,10,4,0,2,Neptunus Familiestadion,Rotterdam,2:36,168401
Baseball European Championship 2025,2025-09-24 14:00:00,Sweden,Croatia,3,9,3,13,1,3,Neptunus Familiestadion,Rotterdam,2:53,168400
Baseball European Championship 2025,2025-09-24 18:00:00,Spain,Austria,10,0,9,5,0,4,Neptunus Familiestadion,Rotterdam,2:01,168399
Baseball European Championship 2025,2025-09-24 19:30:00,France,Italy,2,6,4,13,1,1,Neptunus Familiestadion,Rotterdam,3:34,168402
Baseball European Championship 2025,2025-09-25 10:00:00,Sweden,Switzerland,1,0,4,7,0,1,Neptunus Familiestadion,Rotterdam,2:17,168403
Baseball European Championship 2025,2025-09-25 11:00:00,France,Austria,3,6,9,10,1,2,Neptunus Familiestadion,Rotterdam,3:04,168404
Baseball European Championship 2025,2025-09-25 14:00:00,Czechia,Israel,4,3,8,7,2,2,Neptunus Familiestadion,Rotterdam,2:53,168407
Baseball European Championship 2025,2025-09-25 15:00:00,Germany,Italy,0,1,3,10,1,1,Neptunus Familiestadion,Rotterdam,2:22,168408
Baseball European Championship 2025,2025-09-25 18:00:00,Great Britain,Spain,0,7,4,8,1,0,Neptunus Familiestadion,Rotterdam,2:54,168405
Baseball European Championship 2025,2025-09-25 19:30:00,Netherlands,Croatia,3,1,8,7,0,1,Neptunus Familiestadion,Rotterdam,2:25,168406
Baseball European Championship 2025,2025-09-26 10:00:00,Switzerland,France,11,3,13,7,1,2,Neptunus Familiestadion,Rotterdam,3:28,168409
Baseball European Championship 2025,2025-09-26 11:00:00,Austria,Sweden,6,2,6,6,0,1,Neptunus Familiestadion,Rotterdam,2:41,168410
Baseball European Championship 2025,2025-09-26 14:00:00,Germany,Israel,10,9,12,11,3,4,Neptunus Familiestadion,Rotterdam,4:02,168413
Baseball European Championship 2025,2025-09-26 15:00:00,Czechia,Italy,5,8,8,15,0,3,Neptunus Familiestadion,Rotterdam,3:20,168414
Baseball European Championship 2025,2025-09-26 18:00:00,Croatia,Great Britain,2,3,4,5,4,0,Neptunus Familiestadion,Rotterdam,2:53,168411
Baseball European Championship 2025,2025-09-26 19:30:00,Netherlands,Spain,6,1,10,8,1,1,Neptunus Familiestadion,Rotterdam,2:47,168412
Baseball European Championship 2025,2025-09-27 11:00:00,Croatia,Israel,5,11,9,10,1,2,Neptunus Familiestadion,Rotterdam,2:48,168415
Baseball European Championship 2025,2025-09-27 14:00:00,Spain,Czechia,2,9,7,9,1,0,Neptunus Familiestadion,Rotterdam,2:58,168416
Baseball European Championship 2025,2025-09-27 16:00:00,Great Britain,Germany,0,2,2,7,2,0,Neptunus Familiestadion,Rotterdam,2:52,168417
Baseball European Championship 2025,2025-09-27 19:30:00,Netherlands,Italy,6,5,9,12,0,1,Neptunus Familiestadion,Rotterdam,3:03,168418
U-12 Baseball European Championship 2024,2024-07-02 10:30:00,Czechia,France,14,4,10,5,0,4,Ahorn Ballpark Paderborn,Paderborn,2:09,142972
U-12 Baseball European Championship 2024,2024-07-02 13:00:00,Netherlands,Lithuania,26,0,12,0,0,10,Ahorn Ballpark Paderborn,Paderborn,1:19,142973
U-12 Baseball European Championship 2024,2024-07-02 15:30:00,Italy,Austria,15,0,11,3,0,3,Ahorn Ballpark Paderborn,Paderborn,1:40,142974
U-12 Baseball European Championship 2024,2024-07-02 18:00:00,Germany,Ukraine,16,3,14,4,1,2,Ahorn Ballpark Paderborn,Paderborn,1:43,142975
U-12 Baseball European Championship 2024,2024-07-03 10:30:00,Austria,Netherlands,2,12,4,13,3,0,Ahorn Ballpark Paderborn,Paderborn,1:43,142976
U-12 Baseball European Championship 2024,2024-07-03 13:00:00,Ukraine,Czechia,0,21,0,17,2,0,Ahorn Ballpark Paderborn,Paderborn,1:23,142977
U-12 Baseball European Championship 2024,2024-07-03 15:30:00,Lithuania,Italy,0,21,1,15,6,1,Ahorn Ballpark Paderborn,Paderborn,1:11,142978
U-12 Baseball European Championship 2024,2024-07-03 18:00:00,France,Germany,2,5,2,9,0,2,Ahorn Ballpark Paderborn,Paderborn,1:49,142979
U-12 Baseball European Championship 2024,2024-07-04 10:30:00,Austria,Lithuania,17,3,15,2,0,4,Ahorn Ballpark Paderborn,Paderborn,1:41,142980
U-12 Baseball European Championship 2024,2024-07-04 13:00:00,Netherlands,Italy,5,1,10,4,0,1,Ahorn Ballpark Paderborn,Paderborn,1:43,142981
U-12 Baseball European Championship 2024,2024-07-04 15:30:00,France,Ukraine,13,0,12,1,0,3,Ahorn Ballpark Paderborn,Paderborn,1:22,142982
U-12 Baseball European Championship 2024,2024-07-04 18:00:00,Germany,Czechia,5,4,5,8,0,1,Ahorn Ballpark Paderborn,Paderborn,1:36,142983
U-12 Baseball European Championship 2024,2024-07-05 10:30:00,Austria,Ukraine,12,2,11,4,1,2,Ahorn Ballpark Paderborn,Paderborn,1:38,142984
U-12 Baseball European Championship 2024,2024-07-05 13:00:00,France,Lithuania,15,0,10,2,1,3,Ahorn Ballpark Paderborn,Paderborn,1:26,142985
U-12 Baseball European Championship 2024,2024-07-05 15:30:00,Netherlands,Czechia,3,0,4,5,1,0,Ahorn Ballpark Paderborn,Paderborn,1:24,142987
U-12 Baseball European Championship 2024,2024-07-05 18:00:00,Germany,Italy,10,0,10,4,0,1,Ahorn Ballpark Paderborn,Paderborn,1:21,142986
U-12 Baseball European Championship 2024,2024-07-06 10:30:00,Ukraine,Lithuania,7,4,8,5,0,5,Ahorn Ballpark Paderborn,Paderborn,1:38,142988
U-12 Baseball European Championship 2024,2024-07-06 13:00:00,Austria,France,8,16,6,11,4,5,Ahorn Ballpark Paderborn,Paderborn,2:35,142989
U-12 Baseball European Championship 2024,2024-07-06 15:30:00,Italy,Czechia,0,11,2,15,1,1,Ahorn Ballpark Paderborn,Paderborn,1:31,142990
U-12 Baseball European Championship 2024,2024-07-06 18:00:00,Netherlands,Germany,0,5,3,5,1,2,Ahorn Ballpark Paderborn,Paderborn,2:06,142991
U-12 Baseball European Championship B Pool 2024,2024-07-03 11:00:00,Poland,Great Britain,1,3,1,7,3,1,Baseballový klub STU Angels Trnava,Trnava,1:53,145849
U-12 Baseball European Championship B Pool 2024,2024-07-03 14:00:00,Belgium,Hungary,10,2,12,3,3,0,Baseballový klub STU Angels Trnava,Trnava,1:51,145850
U-12 Baseball European Championship B Pool 2024,2024-07-03 17:00:00,Slovakia,Romania,17,0,11,2,0,5,Baseballový klub STU Angels Trnava,Trnava,1:19,145852
U-12 Baseball European Championship B Pool 2024,2024-07-04 11:00:00,Hungary,Poland,6,10,5,11,1,4,Baseballový klub STU Angels Trnava,Trnava,2:14,145853
U-12 Baseball European Championship B Pool 2024,2024-07-04 14:00:00,Romania,Belgium,1,20,1,16,1,2,Baseballový klub STU Angels Trnava,Trnava,1:55,145856
U-12 Baseball European Championship B Pool 2024,2024-07-04 17:00:00,Great Britain,Slovakia,6,10,7,15,1,0,Baseballový klub STU Angels Trnava,Trnava,2:06,145857
U-12 Baseball European Championship B Pool 2024,2024-07-05 11:00:00,Hungary,Romania,13,8,6,6,1,10,Baseballový klub STU Angels Trnava,Trnava,,142965
U-12 Baseball European Championship B Pool 2024,2024-07-05 14:00:00,Great Britain,Belgium,2,3,3,5,1,3,Baseballový klub STU Angels Trnava,Trnava,1:42,142966
U-12 Baseball European Championship B Pool 2024,2024-07-05 17:00:00,Slovakia,Poland,18,3,14,3,0,2,Baseballový klub STU Angels Trnava,Trnava,1:44,142967
U-12 Baseball European Championship B Pool 2024,2024-07-06 11:00:00,Poland,Romania,12,2,6,2,1,4,Baseballový klub STU Angels Trnava,Trnava,1:33,142969
U-12 Baseball European Championship B Pool 2024,2024-07-06 14:00:00,Great Britain,Hungary,6,11,11,8,2,1,Baseballový klub STU Angels Trnava,Trnava,2:21,146124
U-12 Baseball European Championship B Pool 2024,2024-07-06 17:20:00,Slovakia,Belgium,5,12,7,10,2,2,Baseballový klub STU Angels Trnava,Trnava,2:04,146125
U-12 Baseball European Championship B Pool 2024,2024-07-07 11:00:00,Romania,Great Britain,0,12,1,15,2,0,Baseballový klub STU Angels Trnava,Trnava,1:28,146126
U-12 Baseball European Championship B Pool 2024,2024-07-07 14:00:00,Belgium,Poland,8,7,6,9,0,3,Baseballový klub STU Angels Trnava,Trnava,2:15,146127
U-12 Baseball European Championship B Pool 2024,2024-07-07 17:00:00,Hungary,Slovakia,3,9,3,8,3,1,Baseballový klub STU Angels Trnava,Trnava,1:54,146128
U-18 Baseball European Championship 2024,2024-07-08 10:00:00,Austria,Spain,3,12,6,8,3,1,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,2:54,142992
U-18 Baseball European Championship 2024,2024-07-08 11:30:00,Belgium,Netherlands,3,13,3,9,4,1,Regensburg Legionäre - Field 1,Regensburg,2:11,142993
U-18 Baseball European Championship 2024,2024-07-08 14:00:00,Israel,Italy,0,7,2,10,1,1,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,2:31,142994
U-18 Baseball European Championship 2024,2024-07-08 15:30:00,France,Sweden,11,5,8,9,1,3,Regensburg Legionäre - Field 1,Regensburg,2:23,142996
U-18 Baseball European Championship 2024,2024-07-08 18:00:00,Germany,Croatia,15,0,11,0,1,1,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,1:22,142995
U-18 Baseball European Championship 2024,2024-07-08 19:30:00,Great Britain,Czechia,4,2,6,3,1,1,Regensburg Legionäre - Field 1,Regensburg,1:55,142997
U-18 Baseball European Championship 2024,2024-07-09 10:00:00,Netherlands,France,10,0,8,4,1,3,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,1:43,142998
U-18 Baseball European Championship 2024,2024-07-09 11:30:00,Italy,Austria,10,0,7,2,1,1,Regensburg Legionäre - Field 1,Regensburg,2:19,143001
U-18 Baseball European Championship 2024,2024-07-09 14:00:00,Sweden,Great Britain,0,10,3,7,1,1,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,1:48,142999
U-18 Baseball European Championship 2024,2024-07-09 15:30:00,Croatia,Israel,8,18,8,9,6,2,Regensburg Legionäre - Field 1,Regensburg,3:29,143002
U-18 Baseball European Championship 2024,2024-07-09 18:00:00,Spain,Germany,1,7,3,11,3,0,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,2:42,143000
U-18 Baseball European Championship 2024,2024-07-09 19:30:00,Czechia,Belgium,8,2,6,3,1,3,Regensburg Legionäre - Field 1,Regensburg,2:46,143003
U-18 Baseball European Championship 2024,2024-07-10 10:00:00,Italy,Croatia,14,0,11,1,0,1,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,1:46,143004
U-18 Baseball European Championship 2024,2024-07-10 11:30:00,Netherlands,Great Britain,9,1,8,5,1,4,Regensburg Legionäre - Field 1,Regensburg,2:23,143007
U-18 Baseball European Championship 2024,2024-07-10 14:00:00,Czechia,Sweden,12,0,8,2,1,3,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,1:35,143005
U-18 Baseball European Championship 2024,2024-07-10 15:30:00,France,Belgium,9,6,11,13,0,2,Regensburg Legionäre - Field 1,Regensburg,2:45,143008
U-18 Baseball European Championship 2024,2024-07-10 18:00:00,Germany,Austria,16,1,10,2,0,5,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,1:32,143006
U-18 Baseball European Championship 2024,2024-07-10 19:30:00,Spain,Israel,9,3,10,4,0,1,Regensburg Legionäre - Field 1,Regensburg,2:12,143009
U-18 Baseball European Championship 2024,2024-07-11 10:00:00,Belgium,Sweden,11,1,7,3,1,1,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,1:52,143010
U-18 Baseball European Championship 2024,2024-07-11 11:30:00,France,Great Britain,5,11,7,10,2,2,Regensburg Legionäre - Field 1,Regensburg,2:25,143013
U-18 Baseball European Championship 2024,2024-07-11 16:40:00,Netherlands,Czechia,8,2,9,4,1,2,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,2:08,143011
U-18 Baseball European Championship 2024,2024-07-11 17:15:00,Austria,Croatia,4,3,6,5,2,1,Regensburg Legionäre - Field 1,Regensburg,2:26,143014
U-18 Baseball European Championship 2024,2024-07-11 18:00:00,Germany,Israel,9,2,8,3,2,0,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,2:17,143012
U-18 Baseball European Championship 2024,2024-07-11 20:30:00,Spain,Italy,1,2,3,6,0,0,Regensburg Legionäre - Field 1,Regensburg,2:15,143015
U-18 Baseball European Championship 2024,2024-07-12 10:00:00,Czechia,France,8,10,10,11,4,2,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,2:51,143019
U-18 Baseball European Championship 2024,2024-07-12 11:30:00,Israel,Austria,6,7,6,7,2,2,Regensburg Legionäre - Field 1,Regensburg,2:30,143016
U-18 Baseball European Championship 2024,2024-07-12 14:00:00,Great Britain,Belgium,2,6,8,8,4,0,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,2:39,143020
U-18 Baseball European Championship 2024,2024-07-12 15:30:00,Sweden,Netherlands,1,19,4,16,9,0,Regensburg Legionäre - Field 1,Regensburg,2:22,143017
U-18 Baseball European Championship 2024,2024-07-12 18:00:00,Italy,Germany,9,3,4,2,0,3,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,2:19,143021
U-18 Baseball European Championship 2024,2024-07-12 19:30:00,Croatia,Spain,0,13,0,11,6,0,Regensburg Legionäre - Field 1,Regensburg,1:22,143018
U-18 Baseball European Championship 2024,2024-07-13 10:00:00,Israel,Sweden,9,6,7,7,0,2,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,2:19,143022
U-18 Baseball European Championship 2024,2024-07-13 11:30:00,Belgium,Croatia,7,4,7,8,1,1,Regensburg Legionäre - Field 1,Regensburg,2:20,143025
U-18 Baseball European Championship 2024,2024-07-13 14:00:00,Spain,Czechia,6,5,12,11,2,4,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,2:39,143023
U-18 Baseball European Championship 2024,2024-07-13 15:30:00,France,Austria,10,0,12,2,0,3,Regensburg Legionäre - Field 1,Regensburg,1:55,143026
U-18 Baseball European Championship 2024,2024-07-13 18:00:00,Netherlands,Germany,1,6,5,12,0,0,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,2:17,143027
U-18 Baseball European Championship 2024,2024-07-13 19:30:00,Italy,Great Britain,6,5,8,8,1,1,Regensburg Legionäre - Field 1,Regensburg,3:01,143024
U-18 Baseball European Championship 2024,2024-07-14 10:00:00,Israel,Belgium,11,7,10,7,4,3,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,2:58,143028
U-18 Baseball European Championship 2024,2024-07-14 10:30:00,Croatia,Sweden,2,15,4,10,2,1,Regensburg Legionäre - Field 1,Regensburg,2:00,143031
U-18 Baseball European Championship 2024,2024-07-14 14:00:00,Netherlands,Great Britain,5,3,7,4,1,3,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,2:39,143033
U-18 Baseball European Championship 2024,2024-07-14 14:30:00,Austria,Czechia,2,11,7,9,2,0,Regensburg Legionäre - Field 1,Regensburg,2:20,143032
U-18 Baseball European Championship 2024,2024-07-14 17:30:00,France,Spain,13,3,11,6,0,2,Regensburg Legionäre - Field 1,Regensburg,1:51,143029
U-18 Baseball European Championship 2024,2024-07-14 19:00:00,Italy,Germany,3,1,5,5,1,0,Armin-Wolf-Baseball-Arena-Regensburg,Regensburg,2:15,143030
U-15 Baseball European Championship B Pool 2024 - Group Lithuania,2024-07-15 10:00:00,Ukraine,Great Britain,11,8,9,11,4,3,VDU Valdo Adamkaus sporto centro beisbolo aikštė,Kaunas,2:42,143125
U-15 Baseball European Championship B Pool 2024 - Group Lithuania,2024-07-15 13:30:00,Finland,Israel,2,24,1,9,12,1,VDU Valdo Adamkaus sporto centro beisbolo aikštė,Kaunas,1:51,143126
U-15 Baseball European Championship B Pool 2024 - Group Lithuania,2024-07-15 17:00:00,Lithuania,Poland,7,6,8,10,2,5,VDU Valdo Adamkaus sporto centro beisbolo aikštė,Kaunas,2:15,143127
U-15 Baseball European Championship B Pool 2024 - Group Lithuania,2024-07-16 10:00:00,Finland,Ukraine,1,20,0,10,2,2,VDU Valdo Adamkaus sporto centro beisbolo aikštė,Kaunas,1:54,143128
U-15 Baseball European Championship B Pool 2024 - Group Lithuania,2024-07-16 13:30:00,Poland,Great Britain,9,18,7,9,5,0,VDU Valdo Adamkaus sporto centro beisbolo aikštė,Kaunas,2:48,143129
U-15 Baseball European Championship B Pool 2024 - Group Lithuania,2024-07-16 17:00:00,Israel,Lithuania,11,1,3,2,1,6,VDU Valdo Adamkaus sporto centro beisbolo aikštė,Kaunas,1:52,143130
U-15 Baseball European Championship B Pool 2024 - Group Lithuania,2024-07-17 10:00:00,Great Britain,Finland,12,2,5,2,2,5,VDU Valdo Adamkaus sporto centro beisbolo aikštė,Kaunas,1:43,143131
U-15 Baseball European Championship B Pool 2024 - Group Lithuania,2024-07-17 13:30:00,Israel,Poland,9,8,5,7,2,7,VDU Valdo Adamkaus sporto centro beisbolo aikštė,Kaunas,2:49,143132
U-15 Baseball European Championship B Pool 2024 - Group Lithuania,2024-07-17 17:00:00,Lithuania,Ukraine,2,14,2,12,2,0,VDU Valdo Adamkaus sporto centro beisbolo aikštė,Kaunas,1:43,143133
U-15 Baseball European Championship B Pool 2024 - Group Lithuania,2024-07-18 10:00:00,Great Britain,Israel,10,6,10,8,4,6,VDU Valdo Adamkaus sporto centro beisbolo aikštė,Kaunas,2:17,143134
U-15 Baseball European Championship B Pool 2024 - Group Lithuania,2024-07-18 13:30:00,Ukraine,Poland,7,10,7,11,4,3,VDU Valdo Adamkaus sporto centro beisbolo aikštė,Kaunas,2:48,143135
U-15 Baseball European Championship B Pool 2024 - Group Lithuania,2024-07-18 17:00:00,Lithuania,Finland,18,6,7,5,4,8,VDU Valdo Adamkaus sporto centro beisbolo aikštė,Kaunas,2:08,143136
U-15 Baseball European Championship B Pool 2024 - Group Lithuania,2024-07-19 10:00:00,Israel,Ukraine,2,6,5,9,2,2,VDU Valdo Adamkaus sporto centro beisbolo aikštė,Kaunas,2:12,143137
U-15 Baseball European Championship B Pool 2024 - Group Lithuania,2024-07-19 13:30:00,Poland,Finland,27,17,12,5,3,5,VDU Valdo Adamkaus sporto centro beisbolo aikštė,Kaunas,3:06,143138
U-15 Baseball European Championship B Pool 2024 - Group Lithuania,2024-07-19 17:00:00,Great Britain,Lithuania,15,6,16,7,0,4,VDU Valdo Adamkaus sporto centro beisbolo aikštė,Kaunas,2:23,143139
U-15 Baseball European Championship B Pool 2024 - Group Lithuania,2024-07-20 12:00:00,Ukraine,Great Britain,6,19,4,14,2,4,VDU Valdo Adamkaus sporto centro beisbolo aikštė,Kaunas,2:34,143140
U-15 Baseball European Championship B Pool 2024 - Group Croatia,2024-07-15 10:00:00,Switzerland,Austria,2,18,6,11,2,2,,,3:05,143109
U-15 Baseball European Championship B Pool 2024 - Group Croatia,2024-07-15 14:00:00,Bulgaria,Belgium,1,13,4,5,1,1,,,2:01,143110
U-15 Baseball European Championship B Pool 2024 - Group Croatia,2024-07-15 18:00:00,Croatia,Slovakia,12,13,9,8,4,3,,,03:31,143111
U-15 Baseball European Championship B Pool 2024 - Group Croatia,2024-07-16 10:00:00,Slovakia,Bulgaria,18,5,7,4,2,5,,,2:05,143112
U-15 Baseball European Championship B Pool 2024 - Group Croatia,2024-07-16 14:00:00,Belgium,Switzerland,10,0,6,1,0,4,,,2:02,143113
U-15 Baseball European Championship B Pool 2024 - Group Croatia,2024-07-16 17:30:00,Austria,Croatia,4,8,7,3,6,2,,,2:00,143114
U-15 Baseball European Championship B Pool 2024 - Group Croatia,2024-07-17 10:00:00,Austria,Belgium,11,10,9,5,4,0,,,3:07,143115
U-15 Baseball European Championship B Pool 2024 - Group Croatia,2024-07-17 13:30:00,Slovakia,Switzerland,4,0,6,0,0,1,,,1:36,143116
U-15 Baseball European Championship B Pool 2024 - Group Croatia,2024-07-17 17:00:00,Bulgaria,Croatia,10,33,4,10,1,2,,,2:51,143117
U-15 Baseball European Championship B Pool 2024 - Group Croatia,2024-07-18 10:00:00,Slovakia,Austria,9,6,7,8,4,5,,,2:32,143118
U-15 Baseball European Championship B Pool 2024 - Group Croatia,2024-07-18 13:30:00,Bulgaria,Switzerland,5,33,2,8,3,2,,,2:24,143119
U-15 Baseball European Championship B Pool 2024 - Group Croatia,2024-07-18 17:00:00,Croatia,Belgium,2,13,3,9,3,1,,,2:46,143120
U-15 Baseball European Championship B Pool 2024 - Group Croatia,2024-07-19 10:00:00,Austria,Bulgaria,17,11,11,4,4,5,,,2:55,143121
U-15 Baseball European Championship B Pool 2024 - Group Croatia,2024-07-19 13:30:00,Belgium,Slovakia,15,5,12,5,1,5,,,2:16,143122
U-15 Baseball European Championship B Pool 2024 - Group Croatia,2024-07-19 17:00:00,Switzerland,Croatia,5,6,7,6,3,4,,,2:41,143123
U-15 Baseball European Championship B Pool 2024 - Group Croatia,2024-07-20 10:00:00,Belgium,Slovakia,9,4,8,4,3,3,,,2:31,143124
Baseball European Championship B Pool 2024 - Group Serbia,2024-07-22 11:00:00,Türkiye,Slovenia,1,11,3,7,5,1,Beograd,Belgrade,2:54,143763
Baseball European Championship B Pool 2024 - Group Serbia,2024-07-22 16:00:00,Hungary,Serbia,12,2,12,3,1,7,Beograd,Belgrade,2:05,143764
Baseball European Championship B Pool 2024 - Group Serbia,2024-07-23 11:00:00,Slovakia,Slovenia,2,4,6,8,3,1,Beograd,Belgrade,2:25,143765
Baseball European Championship B Pool 2024 - Group Serbia,2024-07-23 16:00:00,Serbia,Türkiye,15,0,9,1,2,8,Beograd,Belgrade,1:43,143766
Baseball European Championship B Pool 2024 - Group Serbia,2024-07-24 11:00:00,Hungary,Slovakia,13,1,13,5,0,2,Beograd,Belgrade,1:52,143767
Baseball European Championship B Pool 2024 - Group Serbia,2024-07-24 16:00:00,Slovenia,Serbia,2,6,4,8,2,2,Beograd,Belgrade,2:37,143768
Baseball European Championship B Pool 2024 - Group Serbia,2024-07-25 11:00:00,Slovenia,Hungary,2,16,6,12,2,1,Beograd,Belgrade,2:33,143769
Baseball European Championship B Pool 2024 - Group Serbia,2024-07-25 16:00:00,Slovakia,Türkiye,12,1,11,3,1,2,Beograd,Belgrade,2:06,143770
Baseball European Championship B Pool 2024 - Group Serbia,2024-07-26 11:00:00,Türkiye,Hungary,0,16,2,15,5,0,Beograd,Belgrade,2:01,143771
Baseball European Championship B Pool 2024 - Group Serbia,2024-07-26 16:00:00,Serbia,Slovakia,6,5,7,11,3,5,Beograd,Belgrade,2:46,143772
Baseball European Championship B Pool 2024 - Group Serbia,2024-07-27 14:00:00,Hungary,Serbia,11,1,11,5,0,1,Beograd,Belgrade,2:33,143773
Baseball European Championship B Pool 2024 - Group Poland,2024-07-24 12:00:00,Finland,Romania,0,9,0,7,2,2,Little League EMEA Training Center,Kutno,2:34,143785
Baseball European Championship B Pool 2024 - Group Poland,2024-07-24 18:00:00,Lithuania,Poland,8,3,11,6,2,5,Little League EMEA Training Center,Kutno,2:53,143786
Baseball European Championship B Pool 2024 - Group Poland,2024-07-25 12:00:00,Romania,Lithuania,5,15,5,10,2,3,Little League EMEA Training Center,Kutno,2:10,143787
Baseball European Championship B Pool 2024 - Group Poland,2024-07-25 18:00:00,Poland,Finland,7,4,6,4,5,2,Little League EMEA Training Center,Kutno,2:35,143788
Baseball European Championship B Pool 2024 - Group Poland,2024-07-26 12:00:00,Lithuania,Finland,14,2,12,6,1,4,Little League EMEA Training Center,Kutno,2:31,143789
Baseball European Championship B Pool 2024 - Group Poland,2024-07-26 18:00:00,Romania,Poland,4,17,7,19,3,1,Little League EMEA Training Center,Kutno,3:18,143790
Baseball European Championship B Pool 2024 - Group Poland,2024-07-27 14:00:00,Lithuania,Poland,10,9,9,11,5,5,Little League EMEA Training Center,Kutno,2:53,143795
Baseball European Championship B Pool 2024 - Group Ireland,2024-07-25 12:30:00,Bulgaria,Norway,3,14,4,13,5,2,International Baseball Centre of Ashbourne,Archerstown,undefined,143034
Baseball European Championship B Pool 2024 - Group Ireland,2024-07-25 17:30:00,Austria,Ireland,0,2,2,6,1,1,International Baseball Centre of Ashbourne,Archerstown,2:33,143035
Baseball European Championship B Pool 2024 - Group Ireland,2024-07-26 12:30:00,Norway,Austria,2,19,8,12,4,2,International Baseball Centre of Ashbourne,Archerstown,2:42,143036
Baseball European Championship B Pool 2024 - Group Ireland,2024-07-26 17:30:00,Ireland,Bulgaria,0,5,5,6,4,1,International Baseball Centre of Ashbourne,Archerstown,2:32,143037
Baseball European Championship B Pool 2024 - Group Ireland,2024-07-27 11:00:00,Austria,Bulgaria,14,4,17,5,4,1,International Baseball Centre of Ashbourne,Archerstown,2:58,143038
Baseball European Championship B Pool 2024 - Group Ireland,2024-07-27 16:00:00,Norway,Ireland,3,6,9,9,2,2,International Baseball Centre of Ashbourne,Archerstown,3:28,143039
Baseball European Championship B Pool 2024 - Group Ireland,2024-07-28 15:00:00,Ireland,Austria,3,14,6,14,3,3,International Baseball Centre of Ashbourne,Archerstown,3:00,143040
U-23 Baseball European Championship B Pool 2024 - Group Switzerland,2024-08-05 13:30:00,Poland,Lithuania,8,7,5,7,2,0,Zürich Heerenschürli Baseball,Zürich,2:54,143152
